[info]
title=Art Factory
par=1
hint=Have fun making your own LEGO sculptures in the Art Factory!


[background]
backdrop=bkg4
decals=43;303;sign_keepout


[playfield]
size=35,22
spacing=15,18
scale=1


[partslist]
types=BLOCK01,BLOCK02,BRICK_08,BRICK_03,BRICK_02,BRICK_01,MINIFIG
types=BRICK_04,flag
colors=GRAY,blue,red,YELLOW,WHITE,green
parts=1;22;3;1;0;0;,9;22;3;1;0;0;,17;22;3;1;0;0;,25;22;3;1;0;0;
parts=33;22;4;1;0;0;,28;17;3;1;0;0;,33;16;4;2;0;0;,30;16;4;2;0;0;
parts=33;15;4;2;0;0;,30;15;4;2;0;0;,28;16;5;2;0;0;,28;15;5;2;0;0;
parts=33;21;4;3;0;0;,33;20;4;3;0;0;,33;19;4;3;0;0;,30;21;4;3;0;0;
parts=30;20;4;3;0;0;,30;19;4;3;0;0;,28;21;5;3;0;0;,28;20;5;3;0;0;
parts=28;19;5;3;0;0;,30;11;4;4;0;0;,33;11;4;4;0;0;,28;11;5;4;0;0;
parts=28;12;3;1;0;0;,33;14;4;2;0;0;,30;14;4;2;0;0;,28;14;5;2;0;0;
parts=33;10;4;4;0;0;,30;10;4;4;0;0;,33;9;4;4;0;0;,30;9;4;4;0;0;
parts=28;10;5;4;0;0;,28;9;5;4;0;0;,28;7;3;1;0;0;,33;6;4;5;0;0;
parts=33;5;4;5;0;0;,33;4;4;5;0;0;,30;6;4;5;0;0;,30;5;4;5;0;0;
parts=30;4;4;5;0;0;,28;6;5;5;0;0;,28;5;5;5;0;0;,28;4;5;5;0;0;
parts=28;2;3;1;0;0;,34;1;6;5;0;0;,35;1;6;5;0;0;,1;21;7;5;WALK_R;1;
parts=3;21;6;5;0;0;,3;20;6;5;0;0;,24;17;8;1;0;0;,24;12;8;1;0;0;
parts=24;7;8;1;0;0;,24;2;8;1;0;0;,26;16;5;2;0;0;,26;15;5;2;0;0;
parts=26;14;5;2;0;0;,24;16;5;2;0;0;,24;15;5;2;0;0;,24;14;5;2;0;0;
parts=26;21;5;3;0;0;,26;20;5;3;0;0;,26;19;5;3;0;0;,24;21;5;3;0;0;
parts=24;20;5;3;0;0;,24;19;5;3;0;0;,26;11;5;4;0;0;,26;10;5;4;0;0;
parts=26;9;5;4;0;0;,24;11;5;4;0;0;,24;10;5;4;0;0;,24;9;5;4;0;0;
parts=26;6;5;5;0;0;,26;5;5;5;0;0;,26;4;5;5;0;0;,24;6;5;5;0;0;
parts=24;5;5;5;0;0;,24;4;5;5;0;0;,33;1;6;5;0;0;,32;1;6;4;0;0;
parts=31;1;6;4;0;0;,30;1;6;4;0;0;,29;1;6;2;0;0;,28;1;6;2;0;0;
parts=27;1;6;2;0;0;,26;1;6;3;0;0;,25;1;6;3;0;0;,24;1;6;3;0;0;
parts=5;21;9;6;0;0;

