[info]
title=loading level idea 2
par=0
hint=


[background]
backdrop=bkg2
decals=


[playfield]
size=35,22
spacing=15,18
scale=1


[partslist]
types=BLOCK01,BLOCK02,BRICK_08,BRICK_02,BRICK_03,BRICK_04,BRICK_01
types=BRICK_06,MINIFIG
colors=GRAY,blue,green,red
parts=5;21;3;1;0;0;0,8;20;4;1;0;0;0,1;20;4;1;0;0;0,13;21;4;1;0;0;0
parts=15;21;5;1;0;0;0,12;20;4;1;0;0;0,16;20;4;1;0;0;0,14;20;4;2;0;0;0
parts=13;19;4;2;0;0;0,15;19;4;2;0;0;0,14;18;4;2;0;0;0,21;17;4;3;0;0;0
parts=20;18;6;3;0;0;0,20;19;6;3;0;0;0,20;20;4;1;0;0;0,22;20;4;1;0;0;0
parts=18;21;5;1;0;0;0,21;21;5;1;0;0;0,26;17;6;4;0;0;0,26;18;7;4;0;0;0
parts=29;18;7;4;0;0;0,27;18;4;2;0;0;0,27;19;4;2;0;0;0,29;19;7;4;0;0;0
parts=26;19;7;4;0;0;0,26;20;6;4;0;0;0,24;21;6;1;0;0;0,28;21;5;1;0;0;0
parts=1;21;6;1;0;0;0,31;21;6;1;0;0;0,30;10;8;1;0;0;0,30;9;8;1;0;0;0
parts=30;8;8;1;0;0;0,30;7;8;1;0;0;0,30;6;8;1;0;0;0,30;5;8;1;0;0;0
parts=1;22;3;1;0;0;0,9;22;3;1;0;0;0,17;22;3;1;0;0;0,28;22;3;1;0;0;0
parts=25;22;5;1;0;0;0,1;19;4;1;0;0;0,1;18;4;1;0;0;0,1;17;4;1;0;0;0
parts=1;16;4;1;0;0;0,1;15;4;1;0;0;0,1;14;4;1;0;0;0,1;13;4;1;0;0;0
parts=1;12;4;1;0;0;0,1;10;3;1;0;0;0,9;10;3;1;0;0;0,17;10;3;1;0;0;0
parts=1;9;3;1;0;0;0,1;8;3;1;0;0;0,1;7;3;1;0;0;0,1;6;3;1;0;0;0
parts=1;5;3;1;0;0;0,1;4;3;1;0;0;0,1;3;3;1;0;0;0,1;2;3;1;0;0;0
parts=1;1;3;1;0;0;0,9;1;3;1;0;0;0,9;2;3;1;0;0;0,9;4;3;1;0;0;0
parts=9;3;3;1;0;0;0,9;6;3;1;0;0;0,9;5;3;1;0;0;0,9;7;3;1;0;0;0
parts=9;8;3;1;0;0;0,9;9;3;1;0;0;0,17;9;3;1;0;0;0,17;8;3;1;0;0;0
parts=17;7;3;1;0;0;0,17;6;3;1;0;0;0,17;5;3;1;0;0;0,17;4;3;1;0;0;0
parts=17;3;3;1;0;0;0,17;2;3;1;0;0;0,17;1;3;1;0;0;0,1;11;4;1;0;0;0
parts=31;20;5;1;0;0;0,31;19;5;1;0;0;0,31;18;5;1;0;0;0,31;17;5;1;0;0;0
parts=31;16;5;1;0;0;0,31;15;5;1;0;0;0,31;14;5;1;0;0;0,31;13;5;1;0;0;0
parts=31;12;5;1;0;0;0,34;12;4;1;0;0;0,34;13;4;1;0;0;0,34;14;4;1;0;0;0
parts=34;15;4;1;0;0;0,34;16;4;1;0;0;0,34;17;4;1;0;0;0,34;18;4;1;0;0;0
parts=34;19;4;1;0;0;0,34;20;4;1;0;0;0,35;21;7;1;0;0;0,31;11;5;1;0;0;0
parts=34;11;4;1;0;0;0,25;10;5;1;0;0;0,25;9;5;1;0;0;0,25;8;5;1;0;0;0
parts=25;7;5;1;0;0;0,25;6;5;1;0;0;0,25;5;5;1;0;0;0,25;4;5;1;0;0;0
parts=25;3;5;1;0;0;0,25;2;5;1;0;0;0,25;1;5;1;0;0;0,30;4;5;1;0;0;0
parts=30;3;5;1;0;0;0,30;2;5;1;0;0;0,30;1;5;1;0;0;0,33;1;5;1;0;0;0
parts=33;2;5;1;0;0;0,33;3;5;1;0;0;0,33;4;5;1;0;0;0,28;10;4;1;0;0;0
parts=28;9;4;1;0;0;0,28;8;4;1;0;0;0,28;7;4;1;0;0;0,28;6;4;1;0;0;0
parts=28;5;4;1;0;0;0,28;4;4;1;0;0;0,28;3;4;1;0;0;0,28;2;4;1;0;0;0
parts=28;1;4;1;0;0;0,4;20;9;2;WALK_R;1;0

