[info]
title=Fill the Gaps
par=5
hint=You can move clumps of bricks at once to save moves.


[background]
backdrop=bkg4
decals=396;73;arrowl,306;72;arrowl,218;72;arrowl,125;72;arrowl
decals=60;305;fusebox_pipes_l,108;293;window,144;293;window


[playfield]
size=35,22
spacing=15,18
scale=1


[partslist]
types=BLOCK01,BLOCK02,BRICK_04,BRICK_01,flag,BRICK_08,BRICK_02
types=MINIFIG,HAZ_SLICKFAN,BRICK_03
colors=GRAY,blue,WHITE,YELLOW
parts=1;6;3;1;0;0;,7;6;3;1;0;0;,13;6;3;1;0;0;,19;6;3;1;0;0;,25;6;3;1;0;0;
parts=31;6;3;1;0;0;,35;6;4;1;0;0;,2;5;5;2;0;0;,10;9;6;1;0;0;,18;9;4;1;0;0;
parts=19;9;6;1;0;0;,27;9;4;1;0;0;,28;9;6;1;0;0;,9;9;4;1;0;0;,1;9;6;1;0;0;
parts=14;5;7;3;0;0;,14;4;7;3;0;0;,14;3;7;3;0;0;,33;5;8;3;walk_l;1;
parts=20;5;7;3;0;0;,20;4;7;3;0;0;,20;3;7;3;0;0;,1;20;6;1;0;0;
parts=10;20;6;1;0;0;,19;20;6;1;0;0;,28;20;6;1;0;0;,9;20;4;1;0;0;
parts=18;20;4;1;0;0;,27;20;4;1;0;0;,1;21;3;3;0;0;,6;21;3;3;0;0;
parts=32;21;3;3;0;0;,27;21;3;3;0;0;,22;21;3;3;0;0;,11;21;3;3;0;0;
parts=16;21;7;3;0;0;,19;21;7;3;0;0;,5;21;4;4;0;0;,10;21;4;4;0;0;
parts=15;21;4;4;0;0;,18;21;4;4;0;0;,21;21;4;4;0;0;,26;21;4;4;0;0;
parts=31;21;4;4;0;0;,1;22;6;4;0;0;,10;22;6;4;0;0;,19;22;6;4;0;0;
parts=28;22;6;4;0;0;,9;22;4;4;0;0;,18;22;4;4;0;0;,27;22;4;4;0;0;
parts=7;19;9;4;on;1;,13;19;9;4;on;1;,19;19;9;4;on;1;,25;19;9;4;on;1;
parts=11;19;7;1;0;0;,17;19;7;1;0;0;,23;19;7;1;0;0;,29;19;7;1;0;0;
parts=5;19;7;1;0;0;,3;19;7;1;0;0;,1;19;7;1;0;0;,31;19;7;1;0;0;
parts=33;19;10;1;0;0;,1;10;3;1;0;0;,6;10;3;1;0;0;,11;10;3;1;0;0;
parts=32;10;3;1;0;0;,27;10;3;1;0;0;,22;10;3;1;0;0;,16;10;7;1;0;0;
parts=19;10;7;1;0;0;,5;10;4;1;0;0;,10;10;4;1;0;0;,15;10;4;1;0;0;
parts=18;10;4;1;0;0;,21;10;4;1;0;0;,26;10;4;1;0;0;,31;10;4;1;0;0;
parts=1;18;7;1;0;0;,1;17;7;1;0;0;,1;16;7;1;0;0;,1;15;7;1;0;0;
parts=1;14;7;1;0;0;,1;13;7;1;0;0;,1;12;7;1;0;0;,1;11;7;1;0;0;
parts=34;11;7;1;0;0;,34;12;7;1;0;0;,34;13;7;1;0;0;,34;14;7;1;0;0;
parts=34;15;7;1;0;0;,34;16;7;1;0;0;,34;17;7;1;0;0;,34;18;7;1;0;0;

