[info]
title=Movin' On Up
par=3
hint=Use the pre-made stairs. Grab them from the bottom and move them into place.


[background]
backdrop=bkg3
decals=394;45;window,313;281;door,313;226;sign_no_access,129;273;computer_matrix
decals=300;122;computer_matrix,358;276;number_4,42;328;computer2dial
decals=504;205;window


[playfield]
size=35,22
spacing=15,18
scale=1


[partslist]
types=BLOCK01,BLOCK02,BRICK_01,BRICK_04,BRICK_08,BRICK_03,MINIFIG
types=BRICK_02,flag
colors=GRAY,blue,green,red,WHITE,YELLOW
parts=28;6;3;1;0;0;,18;11;3;1;0;0;,18;12;3;1;0;0;,18;13;3;1;0;0;
parts=18;14;3;1;0;0;,18;15;3;1;0;0;,18;16;3;1;0;0;,18;17;3;1;0;0;
parts=18;18;3;1;0;0;,18;19;3;1;0;0;,18;20;3;1;0;0;,18;21;3;1;0;0;
parts=1;21;4;1;0;0;,9;19;3;1;0;0;,9;20;3;1;0;0;,9;21;3;1;0;0;
parts=28;7;3;1;0;0;,28;8;3;1;0;0;,28;9;3;1;0;0;,28;10;3;1;0;0;
parts=28;11;3;1;0;0;,28;13;3;1;0;0;,28;14;3;1;0;0;,28;15;3;1;0;0;
parts=28;16;3;1;0;0;,28;17;3;1;0;0;,28;18;3;1;0;0;,28;19;3;1;0;0;
parts=28;20;3;1;0;0;,28;21;3;1;0;0;,12;22;5;1;0;0;,4;22;5;1;0;0;
parts=1;22;6;1;0;0;,1;20;7;3;WALK_R;1;,3;20;8;3;0;0;,7;18;4;1;0;0;
parts=29;18;4;4;0;0;,30;19;4;4;0;0;,31;20;4;4;0;0;,32;21;4;4;0;0;
parts=28;22;5;1;0;0;,21;20;4;5;0;0;,7;17;9;2;0;0;,9;17;8;6;0;0;
parts=28;12;3;1;0;0;,27;5;4;1;0;0;,29;4;9;2;0;0;,17;10;4;1;0;0;
parts=17;9;9;2;0;0;,19;9;4;5;0;0;,7;21;8;3;0;0;,7;20;8;3;0;0;
parts=11;21;8;6;0;0;,12;20;8;6;0;0;,14;18;8;6;0;0;,13;19;8;6;0;0;
parts=15;17;8;6;0;0;,16;16;8;6;0;0;,19;18;4;5;0;0;,20;22;5;1;0;0;
parts=20;19;4;5;0;0;,22;21;4;5;0;0;,30;17;8;2;0;0;,31;16;8;2;0;0;
parts=32;15;8;2;0;0;,33;14;8;2;0;0;


