[info]
title=Quantum Roulette
par=10
hint=


[background]
backdrop=bkg3
decals=
bgdecals=


[playfield]
size=35,22
spacing=15,18
scale=1


[partslist]
types=BLOCK01,BLOCK02,BRICK_01,flag,HAZ_SLICKLASER_L,BRICK_04
types=haz_slickLaser_R,HAZ_SLICKTELEPORT,MINIFIG,BRICK_03
colors=GRAY,blue,YELLOW,white
parts=1;22;3;1;0;0;0,6;22;3;1;0;0;0,7;22;3;1;0;0;0,8;22;3;1;0;0;0
parts=7;21;4;1;None;0;0,9;22;3;1;0;0;0,8;17;3;1;0;0;0,7;17;3;1;0;0;0
parts=6;17;3;1;0;0;0,5;17;3;1;0;0;0,4;17;3;1;0;0;0,3;17;3;1;0;0;0
parts=2;17;3;1;0;0;0,1;17;3;1;0;0;0,1;18;3;1;0;0;0,1;19;3;1;0;0;0
parts=1;20;3;1;0;0;0,1;21;3;1;0;0;0,19;17;3;1;0;0;0,19;18;3;1;0;0;0
parts=19;19;3;1;0;0;0,19;20;3;1;0;0;0,19;21;3;1;0;0;0,24;21;3;1;0;0;0
parts=25;21;3;1;0;0;0,26;21;3;1;0;0;0,27;21;3;1;0;0;0,26;16;3;1;0;0;0
parts=25;16;3;1;0;0;0,24;16;3;1;0;0;0,23;16;3;1;0;0;0,22;16;3;1;0;0;0
parts=21;16;3;1;0;0;0,20;16;3;1;0;0;0,11;21;3;1;0;0;0,12;21;3;1;0;0;0
parts=19;22;3;1;0;0;0,20;22;3;1;0;0;0,22;22;3;1;0;0;0,21;22;3;1;0;0;0
parts=23;22;3;1;0;0;0,24;22;3;1;0;0;0,25;22;3;1;0;0;0,26;22;3;1;0;0;0
parts=27;22;3;1;0;0;0,35;18;3;1;0;0;0,9;19;3;1;0;0;0,9;20;3;1;0;0;0
parts=9;21;3;1;0;0;0,17;16;3;1;0;0;0,17;19;3;1;0;0;0,17;20;3;1;0;0;0
parts=19;16;3;1;0;0;0,27;20;3;1;0;0;0,27;19;3;1;0;0;0,27;17;3;1;0;0;0
parts=27;16;3;1;0;0;0,1;1;3;1;0;0;0,1;2;3;1;0;0;0,1;3;3;1;0;0;0
parts=1;4;3;1;0;0;0,1;5;3;1;0;0;0,2;1;3;1;0;0;0,3;1;3;1;0;0;0
parts=4;1;3;1;0;0;0,1;6;3;1;0;0;0,9;5;3;1;0;0;0,9;4;3;1;0;0;0
parts=9;3;3;1;0;0;0,9;2;3;1;0;0;0,9;1;3;1;0;0;0,8;1;3;1;0;0;0
parts=7;1;3;1;0;0;0,6;1;3;1;0;0;0,5;1;3;1;0;0;0,1;7;3;1;0;0;0
parts=2;7;3;1;0;0;0,3;7;3;1;0;0;0,4;7;3;1;0;0;0,10;7;3;1;0;0;0
parts=11;7;3;1;0;0;0,12;7;3;1;0;0;0,13;7;3;1;0;0;0,14;7;3;1;0;0;0
parts=15;7;3;1;0;0;0,10;1;3;1;0;0;0,11;1;3;1;0;0;0,12;1;3;1;0;0;0
parts=13;1;3;1;0;0;0,14;1;3;1;0;0;0,15;1;3;1;0;0;0,16;1;3;1;0;0;0
parts=17;1;3;1;0;0;0,18;1;3;1;0;0;0,19;1;3;1;0;0;0,21;1;3;1;0;0;0
parts=22;1;3;1;0;0;0,20;1;3;1;0;0;0,23;1;3;1;0;0;0,24;1;3;1;0;0;0
parts=25;1;3;1;0;0;0,26;1;3;1;0;0;0,27;1;3;1;0;0;0,28;1;3;1;0;0;0
parts=29;1;3;1;0;0;0,30;1;3;1;0;0;0,31;1;3;1;0;0;0,33;1;3;1;0;0;0
parts=34;1;3;1;0;0;0,35;1;3;1;0;0;0,32;1;3;1;0;0;0,1;8;3;1;0;0;0
parts=9;8;3;1;0;0;0,8;8;3;1;0;0;0,7;8;3;1;0;0;0,6;8;3;1;0;0;0
parts=5;8;3;1;0;0;0,4;8;3;1;0;0;0,2;8;3;1;0;0;0,3;8;3;1;0;0;0
parts=2;6;4;1;None;0;0,9;7;3;1;0;0;0,9;6;3;1;0;0;0,8;2;3;1;0;0;0
parts=7;2;3;1;0;0;0,6;2;3;1;0;0;0,5;2;3;1;0;0;0,3;2;3;1;0;0;0
parts=2;2;3;1;0;0;0,4;2;3;1;0;0;0,10;21;3;1;0;0;0,17;22;3;1;0;0;0
parts=16;22;3;1;0;0;0,14;22;3;1;0;0;0,15;22;3;1;0;0;0,12;22;3;1;0;0;0
parts=13;22;3;1;0;0;0,11;22;3;1;0;0;0,10;22;3;1;0;0;0,17;21;3;1;0;0;0
parts=9;18;5;1;on;1;0,9;17;3;1;0;0;0,17;18;3;1;0;0;0,9;16;3;1;0;0;0
parts=10;16;3;1;0;0;0,11;16;3;1;0;0;0,12;16;3;1;0;0;0,13;16;3;1;0;0;0
parts=14;16;3;1;0;0;0,15;16;3;1;0;0;0,16;16;3;1;0;0;0,17;17;3;1;0;0;0
parts=32;22;3;1;0;0;0,33;22;3;1;0;0;0,34;22;3;1;0;0;0,35;22;3;1;0;0;0
parts=35;21;3;1;0;0;0,35;20;3;1;0;0;0,35;19;3;1;0;0;0,33;21;4;1;None;0;0
parts=28;17;3;1;0;0;0,29;17;3;1;0;0;0,30;17;3;1;0;0;0,31;17;3;1;0;0;0
parts=32;17;3;1;0;0;0,33;17;3;1;0;0;0,34;17;3;1;0;0;0,35;17;3;1;0;0;0
parts=17;7;3;1;0;0;0,16;7;3;1;0;0;0,19;7;3;1;0;0;0,20;7;3;1;0;0;0
parts=21;7;3;1;0;0;0,22;7;3;1;0;0;0,24;7;3;1;0;0;0,23;7;3;1;0;0;0
parts=25;7;3;1;0;0;0,26;7;3;1;0;0;0,27;7;3;1;0;0;0,27;6;3;1;0;0;0
parts=27;5;3;1;0;0;0,27;4;3;1;0;0;0,27;3;3;1;0;0;0,27;2;3;1;0;0;0
parts=28;8;3;1;0;0;0,27;8;3;1;0;0;0,29;8;3;1;0;0;0,30;8;3;1;0;0;0
parts=32;8;3;1;0;0;0,31;8;3;1;0;0;0,33;8;3;1;0;0;0,34;8;3;1;0;0;0
parts=35;8;3;1;0;0;0,35;7;3;1;0;0;0,35;6;3;1;0;0;0,35;5;3;1;0;0;0
parts=35;4;3;1;0;0;0,35;3;3;1;0;0;0,35;2;3;1;0;0;0,14;6;3;1;0;0;0
parts=15;6;3;1;0;0;0,20;6;3;1;0;0;0,21;6;3;1;0;0;0,22;6;3;1;0;0;0
parts=32;7;3;1;0;0;0,33;7;3;1;0;0;0,34;7;3;1;0;0;0,18;22;3;1;0;0;0
parts=18;16;3;1;0;0;0,18;7;3;1;0;0;0,18;21;3;3;0;0;0,18;20;3;3;0;0;0
parts=18;19;3;3;0;0;0,18;18;3;3;0;0;0,18;17;3;3;0;0;0,33;6;4;3;None;0;0
parts=10;8;6;4;0;0;0,14;8;6;4;0;0;0,23;8;6;4;0;0;0,19;8;6;4;0;0;0
parts=18;8;3;4;0;0;0,26;18;7;1;on;1;0,1;16;3;1;0;0;0,2;16;3;1;0;0;0
parts=3;16;3;1;0;0;0,4;16;3;1;0;0;0,5;16;3;1;0;0;0,6;16;3;1;0;0;0
parts=7;16;3;1;0;0;0,8;16;3;1;0;0;0,28;16;3;1;0;0;0,29;16;3;1;0;0;0
parts=30;16;3;1;0;0;0,31;16;3;1;0;0;0,32;16;3;1;0;0;0,33;16;3;1;0;0;0
parts=34;16;3;1;0;0;0,35;16;3;1;0;0;0,16;15;8;1;on;1;tele1,16;6;8;4;on;1;tele1
parts=20;21;8;1;on;1;tele2,5;7;8;1;on;1;tele3,13;21;8;1;on;1;tele4
parts=25;15;8;3;on;1;tele4,28;7;8;1;on;1;tele5,28;22;8;1;on;1;tele6
parts=2;22;8;1;on;1;tele7,8;15;8;1;on;1;tele5,32;15;8;1;on;1;tele6
parts=1;15;8;1;on;1;tele7,13;12;9;1;WALK_R;1;0,13;13;3;4;0;0;0
parts=14;13;3;4;0;0;0,15;13;3;4;0;0;0,20;13;3;4;0;0;0,21;13;3;4;0;0;0
parts=22;13;3;4;0;0;0,13;14;10;4;0;0;0,20;14;10;4;0;0;0,20;15;10;4;0;0;0
parts=10;6;8;1;on;1;tele3,23;6;8;1;on;1;tele2,13;15;10;4;0;0;0

