[info]
title=central shipping
par=20
hint=Build a bridge for the gearbot, trap both bots on the ship, and build a bridge for Junkbot over them.


[background]
backdrop=bkg1
decals=401;44;sign_skull
bgdecals=121;222;A1_bkg_2,496;117;A1_bkg_1,215;60;A1_bkg_3


[playfield]
size=35,22
spacing=15,18
scale=1


[partslist]
types=BLOCK01,BLOCK02,BRICK_08,BRICK_03,BRICK_04,BRICK_01,BRICK_02
types=flag,BRICK_06,HAZ_CLIMBER,MINIFIG,haz_walker
colors=GRAY,blue,green,YELLOW,red,white
parts=1;19;3;2;0;0;0,7;20;4;2;0;0;0,9;19;5;2;0;0;0,10;20;6;2;0;0;0
parts=11;20;6;2;0;0;0,12;20;3;2;0;0;0,14;19;7;2;0;0;0,16;19;7;2;0;0;0
parts=13;19;6;2;0;0;0,1;20;5;2;0;0;0,5;20;7;2;0;0;0,27;17;8;3;None;0;0
parts=18;19;3;2;0;0;0,26;19;4;2;0;0;0,29;19;4;2;0;0;0,32;19;7;2;0;0;0
parts=34;19;6;2;0;0;0,35;19;6;2;0;0;0,30;20;9;2;0;0;0,27;20;4;2;0;0;0
parts=24;20;4;2;0;0;0,20;20;5;2;0;0;0,1;22;3;1;0;0;0,9;22;3;1;0;0;0
parts=28;22;3;1;0;0;0,17;22;4;1;0;0;0,1;21;4;2;0;0;0,4;21;4;2;0;0;0
parts=7;21;7;2;0;0;0,9;21;7;2;0;0;0,11;21;7;2;0;0;0,13;21;5;2;0;0;0
parts=17;21;9;2;0;0;0,23;21;4;2;0;0;0,29;21;6;2;0;0;0,30;21;5;2;0;0;0
parts=34;21;7;2;0;0;0,25;17;6;3;0;0;0,25;16;6;3;0;0;0,25;15;6;3;0;0;0
parts=25;14;6;3;0;0;0,25;13;6;3;0;0;0,25;12;6;3;0;0;0,25;11;6;3;0;0;0
parts=25;10;6;3;0;0;0,25;4;6;3;0;0;0,23;17;10;3;WALK_R;1;0,26;21;4;2;0;0;0
parts=4;15;11;2;WALK_R;1;0,1;16;3;4;0;0;0,6;17;6;4;0;0;0,6;18;6;4;0;0;0
parts=8;18;6;2;0;0;0,4;18;6;2;0;0;0,1;15;7;5;0;0;0,1;14;7;5;0;0;0
parts=1;13;7;5;0;0;0,1;12;7;5;0;0;0,1;10;7;5;0;0;0,1;11;7;5;0;0;0
parts=1;9;4;5;0;0;0,1;8;7;5;0;0;0,1;7;6;5;0;0;0,13;14;9;3;0;0;0
parts=14;13;8;3;None;0;0,17;13;12;3;walk_l;1;0,17;15;7;3;0;0;0
parts=18;16;7;3;0;0;0,19;17;7;3;0;0;0,17;18;6;2;0;0;0,19;18;6;2;0;0;0
parts=20;18;7;3;0;0;0,22;18;3;3;0;0;0,30;18;6;2;0;0;0,32;18;6;2;0;0;0
parts=29;17;7;3;0;0;0,30;16;7;3;0;0;0,31;15;7;3;0;0;0,31;14;4;3;0;0;0
parts=26;4;4;6;0;0;0,25;3;6;3;0;0;0,21;11;5;6;0;0;0,26;11;5;6;0;0;0
parts=21;10;5;6;0;0;0,26;10;5;6;0;0;0,28;9;7;6;0;0;0,23;9;5;3;0;0;0
parts=27;9;6;3;0;0;0,21;9;7;6;0;0;0,21;8;5;6;0;0;0,26;8;5;6;0;0;0
parts=25;8;6;3;0;0;0,25;7;6;3;0;0;0,22;4;4;6;0;0;0,24;5;4;3;0;0;0
parts=25;6;6;3;0;0;0,22;5;7;6;0;0;0,27;5;7;6;0;0;0,22;6;4;6;0;0;0
parts=26;6;4;6;0;0;0,20;22;3;1;0;0;0,25;2;6;3;0;0;0


