[info]
title=pipe organ
par=5
hint=Slide the crate down the ramp to get to the trash.


[background]
backdrop=bkg1
decals=498;26;A1_web,355;360;lite_number_1,366;360;lite_number_6
decals=380;360;lite_number_8,394;360;lite_number_5,91;44;sign_keepout
bgdecals=412;60;A1_bkg_3,74;397;A1_bkg_1,484;419;A1_bkg_3


[playfield]
size=35,22
spacing=15,18
scale=1


[partslist]
types=BLOCK01,BLOCK02,BRICK_01,BRICK_06,BRICK_02,flag,BRICK_04
types=BRICK_03,MINIFIG,HAZ_SLICKCRATE,BRICK_08,HAZ_SLICKPIPE,haz_walker
colors=GRAY,blue,white
parts=5;7;3;1;0;0;0,7;7;3;1;0;0;0,9;7;3;1;0;0;0,11;8;3;1;0;0;0
parts=13;9;3;1;0;0;0,15;10;3;1;0;0;0,17;11;3;1;0;0;0,19;12;3;1;0;0;0
parts=21;13;3;1;0;0;0,23;14;3;1;0;0;0,25;15;3;1;0;0;0,28;15;3;1;0;0;0
parts=31;15;3;1;0;0;0,34;15;3;1;0;0;0,5;8;3;1;0;0;0,5;10;3;1;0;0;0
parts=5;11;3;1;0;0;0,5;12;3;1;0;0;0,5;13;3;1;0;0;0,5;14;3;1;0;0;0
parts=5;15;3;1;0;0;0,5;16;3;1;0;0;0,5;17;3;1;0;0;0,7;8;3;1;0;0;0
parts=7;9;3;1;0;0;0,7;11;3;1;0;0;0,7;10;3;1;0;0;0,7;12;3;1;0;0;0
parts=7;13;3;1;0;0;0,7;14;3;1;0;0;0,7;15;3;1;0;0;0,7;17;3;1;0;0;0
parts=7;16;3;1;0;0;0,9;8;3;1;0;0;0,9;9;3;1;0;0;0,9;10;3;1;0;0;0
parts=9;11;3;1;0;0;0,9;12;3;1;0;0;0,9;13;3;1;0;0;0,9;14;3;1;0;0;0
parts=9;15;3;1;0;0;0,9;16;3;1;0;0;0,9;17;3;1;0;0;0,11;17;3;1;0;0;0
parts=11;16;3;1;0;0;0,11;15;3;1;0;0;0,11;14;3;1;0;0;0,11;13;3;1;0;0;0
parts=11;12;3;1;0;0;0,11;11;3;1;0;0;0,11;10;3;1;0;0;0,11;9;3;1;0;0;0
parts=13;10;3;1;0;0;0,13;11;3;1;0;0;0,13;12;3;1;0;0;0,13;13;3;1;0;0;0
parts=13;14;3;1;0;0;0,13;15;3;1;0;0;0,13;16;3;1;0;0;0,13;17;3;1;0;0;0
parts=15;17;3;1;0;0;0,15;16;3;1;0;0;0,15;15;3;1;0;0;0,15;14;3;1;0;0;0
parts=15;12;3;1;0;0;0,15;13;3;1;0;0;0,15;11;3;1;0;0;0,17;12;3;1;0;0;0
parts=17;13;3;1;0;0;0,17;14;3;1;0;0;0,17;15;3;1;0;0;0,17;16;3;1;0;0;0
parts=17;17;3;1;0;0;0,19;17;3;1;0;0;0,19;16;3;1;0;0;0,19;15;3;1;0;0;0
parts=19;14;3;1;0;0;0,19;13;3;1;0;0;0,21;14;3;1;0;0;0,21;15;3;1;0;0;0
parts=21;16;3;1;0;0;0,21;17;3;1;0;0;0,23;17;3;1;0;0;0,23;16;3;1;0;0;0
parts=23;15;3;1;0;0;0,25;16;3;1;0;0;0,25;17;3;1;0;0;0,28;17;3;1;0;0;0
parts=28;16;3;1;0;0;0,31;16;3;1;0;0;0,34;16;3;1;0;0;0,29;17;4;1;0;0;0
parts=34;14;5;1;0;0;0,34;13;6;1;None;0;0,2;9;7;1;0;0;0,2;8;3;1;0;0;0
parts=1;5;3;1;0;0;0,3;5;3;1;0;0;0,1;6;8;1;0;0;0,2;7;3;1;0;0;0
parts=1;4;9;1;WALK_R;1;0,7;6;10;1;norm;0;0,1;22;11;1;0;0;0,28;22;11;1;0;0;0
parts=9;22;11;1;0;0;0,20;22;11;1;0;0;0,17;22;8;1;0;0;0,21;18;11;1;0;0;0
parts=6;21;3;3;0;0;0,7;21;3;2;0;0;0,5;21;3;3;0;0;0,8;21;3;3;0;0;0
parts=9;21;3;3;0;0;0,10;21;3;2;0;0;0,11;21;3;3;0;0;0,12;21;3;3;0;0;0
parts=13;21;3;2;0;0;0,14;21;3;3;0;0;0,15;21;3;3;0;0;0,16;21;3;2;0;0;0
parts=17;21;3;3;0;0;0,18;21;3;3;0;0;0,19;21;3;2;0;0;0,30;19;12;3;DRY;1;0
parts=2;11;12;3;DRY;1;0,33;19;12;3;DRY;1;0,13;18;11;1;0;0;0,5;18;11;1;0;0;0
parts=21;19;5;1;0;0;0,21;20;5;1;0;0;0,21;21;5;1;0;0;0,17;20;13;1;walk_l;1;0


