[info]
title=Supply Closet
par=4
hint=Make a bridge over the gearbot. Don't worry about the floater; it's too high to catch Junkbot.



[background]
backdrop=bkg1
decals=68;272;sign_keepout,482;279;door
bgdecals=


[playfield]
size=35,22
spacing=15,18
scale=1


[partslist]
types=BLOCK01,BLOCK02,BRICK_08,haz_walker,MINIFIG,BRICK_01,BRICK_02
types=BRICK_06,BRICK_04,HAZ_DUMBFLOAT,flag
colors=GRAY,blue,red
parts=28;18;3;1;0;0;0,30;17;4;1;walk_l;1;0,1;18;3;1;0;0;0,1;17;5;1;WALK_R;1;0
parts=1;1;3;1;0;0;0,10;1;3;1;0;0;0,19;1;3;1;0;0;0,28;1;3;1;0;0;0
parts=9;1;6;1;0;0;0,18;1;6;1;0;0;0,27;1;6;1;0;0;0,28;19;3;1;0;0;0
parts=19;19;3;1;0;0;0,10;19;3;1;0;0;0,1;19;3;1;0;0;0,1;20;3;1;0;0;0
parts=10;20;3;1;0;0;0,19;20;3;1;0;0;0,28;20;3;1;0;0;0,1;21;3;1;0;0;0
parts=1;22;3;1;0;0;0,10;21;3;1;0;0;0,10;22;3;1;0;0;0,19;21;3;1;0;0;0
parts=19;22;3;1;0;0;0,28;21;3;1;0;0;0,28;22;3;1;0;0;0,10;18;3;1;0;0;0
parts=19;18;3;1;0;0;0,18;18;6;1;0;0;0,18;19;6;1;0;0;0,18;21;6;1;0;0;0
parts=18;20;6;1;0;0;0,18;22;6;1;0;0;0,9;22;6;1;0;0;0,9;21;6;1;0;0;0
parts=9;20;6;1;0;0;0,9;19;6;1;0;0;0,9;18;6;1;0;0;0,27;18;6;1;0;0;0
parts=27;19;6;1;0;0;0,27;20;6;1;0;0;0,27;21;6;1;0;0;0,27;22;6;1;0;0;0
parts=4;17;7;3;0;0;0,4;16;7;3;0;0;0,9;5;6;1;0;0;0,9;4;6;1;0;0;0
parts=9;3;6;1;0;0;0,9;2;6;1;0;0;0,18;5;6;1;0;0;0,18;4;6;1;0;0;0
parts=18;3;6;1;0;0;0,18;2;6;1;0;0;0,27;5;6;1;0;0;0,27;4;6;1;0;0;0
parts=27;3;6;1;0;0;0,27;2;6;1;0;0;0,7;17;8;1;0;0;0,9;16;9;1;0;0;0
parts=11;15;7;1;0;0;0,13;17;6;1;0;0;0,13;15;6;1;0;0;0,13;16;6;1;0;0;0
parts=14;17;8;1;0;0;0,14;16;9;1;0;0;0,14;15;7;1;0;0;0,12;3;9;3;0;0;0
parts=12;4;9;3;0;0;0,12;5;9;3;0;0;0,30;3;9;3;0;0;0,30;4;9;3;0;0;0
parts=30;5;9;3;0;0;0,28;6;3;1;0;0;0,27;6;6;1;0;0;0,19;6;3;1;0;0;0
parts=18;6;6;1;0;0;0,10;6;3;1;0;0;0,9;6;6;1;0;0;0,1;6;3;1;0;0;0
parts=1;9;10;1;L;1;0,21;5;7;3;0;0;0,23;5;7;3;0;0;0,21;4;7;3;0;0;0
parts=23;4;7;3;0;0;0,21;3;7;3;0;0;0,23;3;7;3;0;0;0,3;5;7;3;0;0;0
parts=5;5;7;3;0;0;0,5;4;7;3;0;0;0,3;4;7;3;0;0;0,3;3;7;3;0;0;0
parts=5;3;7;3;0;0;0,34;17;11;1;None;0;0


