[info]
title=Descent
par=4
hint=Move the stairs to get Junkbot over to the right, then complete the staircase to get down.



[background]
backdrop=bkg1
decals=174;341;sign_keepout,113;351;door,190;74;arrowrd,310;135;arrowrd
decals=438;200;arrowrd,78;67;door,144;40;window,317;345;arrowl
bgdecals=231;342;A1_bkg_2


[playfield]
size=35,22
spacing=15,18
scale=1


[partslist]
types=BLOCK01,BLOCK02,BRICK_08,BRICK_03,BRICK_02,BRICK_04,flag
types=MINIFIG
colors=GRAY,blue
parts=1;22;3;1;0;0;0,28;22;3;1;0;0;0,20;22;3;1;0;0;0,9;22;3;1;0;0;0
parts=17;22;4;1;0;0;0,34;21;5;1;0;0;0,34;20;5;1;0;0;0,34;19;5;1;0;0;0
parts=34;18;5;1;0;0;0,34;17;5;1;0;0;0,34;16;5;1;0;0;0,34;15;5;1;0;0;0
parts=34;14;5;1;0;0;0,34;13;5;1;0;0;0,34;12;5;1;0;0;0,34;11;5;1;0;0;0
parts=34;10;5;1;0;0;0,34;9;5;1;0;0;0,34;8;5;1;0;0;0,34;7;5;1;0;0;0
parts=34;6;5;1;0;0;0,34;5;5;1;0;0;0,34;4;5;1;0;0;0,34;3;5;1;0;0;0
parts=34;2;5;1;0;0;0,34;1;5;1;0;0;0,30;16;6;1;0;0;0,31;15;7;2;None;0;0
parts=22;13;6;1;0;0;0,23;12;7;2;None;0;0,14;10;6;1;0;0;0,15;9;7;2;None;0;0
parts=4;5;8;1;WALK_R;1;0,1;21;5;1;0;0;0,1;20;5;1;0;0;0,1;18;5;1;0;0;0
parts=1;19;5;1;0;0;0,1;16;5;1;0;0;0,1;15;5;1;0;0;0,1;14;5;1;0;0;0
parts=1;13;5;1;0;0;0,1;12;5;1;0;0;0,1;11;5;1;0;0;0,1;10;5;1;0;0;0
parts=1;9;5;1;0;0;0,1;8;5;1;0;0;0,1;6;5;1;0;0;0,1;7;5;1;0;0;0
parts=1;5;5;1;0;0;0,1;4;5;1;0;0;0,1;3;5;1;0;0;0,1;2;5;1;0;0;0
parts=1;1;5;1;0;0;0,1;17;5;1;0;0;0,9;7;4;2;0;0;0,10;8;4;2;0;0;0
parts=12;9;5;2;0;0;0,3;6;3;1;0;0;0,29;17;4;2;0;0;0,28;18;5;2;0;0;0
parts=27;19;5;2;0;0;0,26;20;4;2;0;0;0,5;21;7;1;None;0;0


